DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
2000-04-06	7.50           	2.672          	0.00           
2000-04-07	7.50           	3.032          	0.00           
2000-04-08	13.50          	2.688          	0.00           
2000-04-09	13.00          	3.375          	0.00           
2000-04-10	8.75           	4.981          	16.00          
2000-04-11	5.50           	2.820          	0.00           
2000-04-12	7.50           	1.614          	0.00           
2000-04-13	6.25           	1.875          	0.00           
2000-04-14	3.75           	2.518          	0.00           
2000-04-15	6.25           	2.871          	0.00           
2000-04-16	10.00          	2.288          	0.00           
2000-04-17	15.50          	3.256          	6.00           
2000-04-18	16.00          	2.781          	11.00          
2000-04-19	6.00           	1.068          	7.00           
2000-04-20	8.75           	2.380          	0.00           
2000-04-21	13.75          	2.329          	0.00           
2000-04-22	12.75          	1.432          	8.00           
2000-04-23	9.50           	1.107          	7.00           
2000-04-24	8.50           	1.440          	0.00           
2000-04-25	10.50          	3.367          	0.00           
2000-04-26	12.25          	3.104          	0.00           
2000-04-27	9.25           	2.293          	0.00           
2000-04-28	8.00           	1.301          	3.00           
2000-04-29	8.75           	2.346          	0.00           
2000-04-30	10.50          	3.746          	0.00           
2000-05-01	12.75          	4.448          	0.00           
2000-05-02	11.00          	4.495          	0.00           
2000-05-03	14.25          	4.082          	5.00           
2000-05-04	12.25          	4.128          	0.00           
2000-05-05	15.25          	4.724          	0.00           
2000-05-06	19.75          	4.698          	0.00           
2000-05-07	22.75          	5.543          	0.00           
2000-05-08	23.75          	6.099          	0.00           
2000-05-09	24.25          	5.695          	0.00           
2000-05-10	24.50          	5.965          	0.00           
2000-05-11	23.25          	3.544          	0.00           
2000-05-12	18.25          	5.176          	7.00           
2000-05-13	20.00          	3.493          	0.00           
2000-05-14	20.75          	4.278          	0.00           
2000-05-15	18.50          	5.382          	17.00          
2000-05-16	13.00          	4.517          	0.00           
2000-05-17	11.75          	3.696          	0.00           
2000-05-18	15.25          	3.971          	0.00           
2000-05-19	18.75          	4.299          	0.00           
2000-05-20	19.25          	2.646          	18.00          
2000-05-21	12.00          	1.636          	15.00          
2000-05-22	11.50          	1.645          	7.00           
2000-05-23	13.75          	0.962          	9.00           
2000-05-24	14.25          	1.430          	10.00          
2000-05-25	17.25          	4.099          	14.00          
2000-05-26	19.00          	5.123          	7.00           
2000-05-27	17.50          	5.496          	0.00           
2000-05-28	15.75          	2.176          	0.00           
2000-05-29	13.25          	1.933          	5.00           
2000-05-30	14.25          	2.724          	0.00           
2000-05-31	13.25          	3.490          	0.00           
2000-06-01	13.50          	4.075          	0.00           
2000-06-02	18.25          	4.456          	0.00           
2000-06-03	23.75          	5.447          	3.00           
2000-06-04	21.25          	5.663          	0.00           
2000-06-05	16.00          	3.215          	0.00           
2000-06-06	17.25          	2.083          	0.00           
2000-06-07	14.50          	1.509          	21.00          
2000-06-08	14.75          	3.881          	3.00           
2000-06-09	18.75          	4.771          	0.00           
2000-06-10	21.00          	5.594          	0.00           
2000-06-11	24.00          	6.693          	0.00           
2000-06-12	26.00          	6.349          	0.00           
2000-06-13	25.00          	2.746          	5.00           
2000-06-14	20.50          	2.469          	16.00          
2000-06-15	15.25          	1.302          	11.00          
2000-06-16	17.00          	1.850          	4.00           
2000-06-17	20.75          	4.044          	5.00           
2000-06-18	25.00          	3.979          	0.00           
2000-06-19	24.00          	2.559          	7.00           
2000-06-20	18.75          	3.996          	11.00          
2000-06-21	18.25          	5.158          	0.00           
2000-06-22	21.50          	4.469          	0.00           
2000-06-23	23.25          	5.165          	24.00          
2000-06-24	22.00          	5.511          	0.00           
2000-06-25	22.00          	4.817          	0.00           
2000-06-26	25.50          	4.699          	67.00          
2000-06-27	25.75          	4.708          	36.00          
2000-06-28	24.75          	2.508          	0.00           
2000-06-29	22.25          	3.770          	0.00           
2000-06-30	21.50          	4.174          	3.00           
2000-07-01	19.50          	5.000          	0.00           
2000-07-02	19.75          	5.494          	0.00           
2000-07-03	20.75          	5.322          	0.00           
2000-07-04	22.50          	2.990          	0.00           
2000-07-05	24.25          	4.358          	0.00           
2000-07-06	23.50          	5.900          	0.00           
2000-07-07	20.75          	5.528          	0.00           
2000-07-08	20.50          	5.200          	0.00           
2000-07-09	17.75          	5.313          	0.00           
2000-07-10	19.50          	5.077          	0.00           
2000-07-11	24.25          	4.781          	6.00           
2000-07-12	24.00          	5.530          	0.00           
2000-07-13	20.25          	5.543          	0.00           
2000-07-14	20.25          	3.533          	0.00           
2000-07-15	21.25          	3.745          	0.00           
2000-07-16	21.25          	2.700          	23.00          
2000-07-17	20.50          	3.189          	7.00           
2000-07-18	21.75          	3.912          	0.00           
2000-07-19	22.75          	5.254          	0.00           
2000-07-20	21.00          	1.938          	0.00           
2000-07-21	17.75          	4.033          	6.00           
2000-07-22	19.75          	4.183          	0.00           
2000-07-23	20.25          	5.060          	3.00           
2000-07-24	19.25          	4.271          	0.00           
2000-07-25	19.75          	2.215          	0.00           
2000-07-26	19.75          	3.428          	0.00           
2000-07-27	19.50          	1.922          	3.00           
2000-07-28	19.50          	2.060          	0.00           
2000-07-29	22.00          	3.540          	0.00           
2000-07-30	23.00          	2.821          	0.00           
2000-07-31	23.50          	3.010          	0.00           
2000-08-01	25.25          	3.749          	0.00           
2000-08-02	25.50          	3.807          	8.00           
2000-08-03	25.00          	4.436          	10.00          
2000-08-04	25.00          	3.165          	8.00           
2000-08-05	23.00          	3.269          	10.00          
2000-08-06	20.00          	4.858          	0.00           
2000-08-07	19.25          	2.384          	0.00           
2000-08-08	22.75          	3.839          	5.00           
2000-08-09	25.75          	5.096          	0.00           
2000-08-10	25.75          	4.405          	3.00           
2000-08-11	25.00          	4.644          	0.00           
2000-08-12	23.50          	4.180          	0.00           
2000-08-13	21.75          	3.931          	0.00           
2000-08-14	20.00          	2.817          	0.00           
2000-08-15	19.50          	3.101          	0.00           
2000-08-16	20.25          	4.285          	0.00           
2000-08-17	22.50          	5.428          	11.00          
2000-08-18	19.50          	3.974          	0.00           
2000-08-19	17.75          	1.284          	3.00           
2000-08-20	16.50          	3.430          	0.00           
2000-08-21	17.50          	4.536          	0.00           
2000-08-22	15.75          	4.312          	0.00           
2000-08-23	17.00          	3.590          	0.00           
2000-08-24	19.00          	2.715          	0.00           
2000-08-25	20.75          	3.161          	5.00           
2000-08-26	20.25          	4.217          	0.00           
2000-08-27	20.00          	4.142          	0.00           
2000-08-28	21.00          	2.374          	0.00           
2000-08-29	22.50          	2.758          	7.00           
2000-08-30	22.50          	2.313          	0.00           
2000-08-31	21.75          	2.516          	0.00           
2000-09-01	23.75          	2.845          	4.00           
2000-09-02	25.00          	1.975          	42.00          
2000-09-03	25.50          	2.780          	5.00           
2000-09-04	25.00          	2.662          	0.00           
2000-09-05	24.00          	3.663          	0.00           
2000-09-06	18.25          	5.020          	0.00           
2000-09-07	13.75          	3.699          	0.00           
2000-09-08	14.50          	3.448          	0.00           
2000-09-09	16.00          	3.606          	0.00           
2000-09-10	20.00          	3.575          	0.00           
2000-09-11	22.75          	3.494          	0.00           
2000-09-12	22.75          	2.172          	0.00           
2000-09-13	22.75          	2.510          	0.00           
2000-09-14	21.25          	3.759          	21.00          
2000-09-15	17.00          	3.346          	0.00           
2000-09-16	17.25          	3.379          	16.00          
2000-09-17	13.75          	2.924          	0.00           
2000-09-18	12.50          	3.583          	0.00           
2000-09-19	15.25          	3.229          	0.00           
2000-09-20	16.50          	1.669          	23.00          
2000-09-21	17.75          	3.657          	25.00          
2000-09-22	19.50          	4.094          	0.00           
2000-09-23	14.25          	3.054          	0.00           
2000-09-24	15.00          	1.952          	0.00           
2000-09-25	16.00          	1.687          	0.00           
2000-09-26	14.00          	2.134          	16.00          
2000-09-27	10.50          	1.378          	19.00          
2000-09-28	10.50          	2.658          	0.00           
2000-09-29	12.50          	2.413          	0.00           
2000-09-30	8.75           	2.325          	0.00           
2000-10-01	9.75           	2.502          	0.00           
2000-10-02	12.25          	2.128          	0.00           
2000-10-03	14.50          	2.470          	0.00           
2000-10-04	17.50          	3.320          	0.00           
2000-10-05	18.75          	2.967          	0.00           
2000-10-06	19.00          	1.981          	10.00          
2000-10-07	15.00          	1.636          	0.00           
2000-10-08	12.00          	2.495          	0.00           
2000-10-09	6.25           	1.806          	0.00           
2000-10-10	4.50           	1.737          	0.00           
2000-10-11	5.00           	1.440          	0.00           
2000-10-12	8.50           	2.601          	0.00           
2000-10-13	11.75          	2.887          	0.00           
2000-10-14	13.00          	3.326          	0.00           
2000-10-15	14.25          	3.390          	0.00           
2000-10-16	16.00          	2.732          	0.00           
2000-10-17	15.75          	1.815          	0.00           
2000-10-18	14.25          	1.121          	6.00           
2000-10-19	13.00          	1.111          	9.00           
2000-10-20	12.75          	2.313          	0.00           
2000-10-21	11.00          	2.223          	0.00           
2000-10-22	13.25          	2.953          	0.00           
2000-10-23	13.75          	2.763          	0.00           
2000-10-24	9.50           	1.811          	0.00           
2000-10-25	10.25          	1.703          	0.00           
2000-10-26	12.75          	1.724          	0.00           
2000-10-27	14.75          	1.452          	0.00           
2000-10-28	14.00          	1.940          	0.00           
2000-10-29	13.00          	2.750          	0.00           
2000-10-30	7.25           	1.893          	0.00           
2000-10-31	6.75           	1.829          	0.00           
2000-11-01	7.75           	1.962          	0.00           
2000-11-02	8.75           	2.043          	0.00           
2000-11-03	9.75           	2.135          	0.00           
2000-11-04	10.75          	1.799          	0.00           
2000-11-05	11.75          	1.775          	0.00           
2000-11-06	8.00           	1.775          	0.00           
2000-11-07	5.50           	1.479          	0.00           
2000-11-08	6.25           	1.285          	0.00           
2000-11-09	10.25          	1.100          	0.00           
2000-11-10	13.75          	1.142          	0.00           
2000-11-11	13.25          	1.475          	11.00          
2000-11-12	10.25          	1.164          	0.00           
2000-11-13	7.75           	1.073          	0.00           
2000-11-14	6.75           	0.772          	0.00           
2000-11-15	7.25           	0.940          	5.00           
2000-11-16	4.00           	1.351          	15.00          
2000-11-17	1.75           	1.058          	0.00           
2000-11-18	3.50           	1.245          	0.00           
2000-11-19	3.25           	1.038          	0.00           
2000-11-20	0.25           	0.768          	0.00           
2000-11-21	-1.25          	1.036          	0.00           
2000-11-22	-1.25          	0.946          	0.00           
2000-11-23	-2.00          	0.776          	0.00           
2000-11-24	-3.50          	0.608          	0.00           
2000-11-25	-3.00          	0.568          	0.00           
2000-11-26	-1.50          	0.727          	0.00           
2000-11-27	4.75           	1.335          	16.00          
2000-11-28	6.75           	1.142          	6.00           
2000-11-29	6.50           	0.892          	0.00           
2000-11-30	5.50           	0.915          	0.00           
2000-12-01	4.75           	0.994          	7.00           
2000-12-02	1.50           	0.752          	0.00           
2000-12-03	-1.25          	0.710          	0.00           
2000-12-04	-4.50          	0.661          	0.00           
2000-12-05	-3.00          	0.810          	0.00           
2000-12-06	-0.25          	1.348          	0.00           
2000-12-07	-1.75          	0.881          	0.00           
2000-12-08	-3.75          	0.560          	0.00           
2000-12-09	-1.25          	0.460          	0.00           
2000-12-10	-1.50          	0.488          	0.00           
2000-12-11	-2.25          	0.598          	0.00           
2000-12-12	-0.50          	0.647          	0.00           
2000-12-13	2.00           	1.137          	2.00           
2000-12-14	-3.50          	0.753          	0.00           
2000-12-15	-2.75          	0.690          	22.00          
2000-12-16	0.00           	0.519          	0.00           
2000-12-17	0.50           	0.736          	0.00           
2000-12-18	6.25           	2.653          	37.00          
2000-12-19	2.00           	1.767          	26.00          
2000-12-20	-4.75          	0.449          	0.00           
2000-12-21	-6.50          	0.590          	5.00           
2000-12-22	-7.75          	0.485          	0.00           
2000-12-23	-6.75          	0.660          	1.00           
2000-12-24	-8.75          	0.620          	0.00           
2000-12-25	-7.50          	0.611          	0.00           
2000-12-26	-7.25          	0.651          	0.00           
2000-12-27	-8.25          	0.498          	0.00           
2000-12-28	-7.25          	0.592          	0.00           
2000-12-29	-6.00          	0.594          	0.00           
2000-12-30	-8.00          	0.451          	0.00           
2000-12-31	-6.75          	0.537          	0.00           
2001-01-01	-3.50          	0.600          	0.00           
2001-01-02	-4.75          	0.576          	0.00           
2001-01-03	-6.25          	0.559          	0.00           
2001-01-04	-4.50          	0.647          	0.00           
2001-01-05	-5.25          	0.747          	0.00           
2001-01-06	-3.50          	0.812          	6.00           
2001-01-07	-1.25          	0.812          	0.00           
2001-01-08	0.00           	0.572          	3.00           
2001-01-09	-2.75          	0.630          	0.00           
2001-01-10	-3.50          	0.691          	0.00           
2001-01-11	-0.25          	1.133          	0.00           
2001-01-12	0.00           	0.892          	0.00           
2001-01-13	-1.50          	0.642          	0.00           
2001-01-14	-1.00          	0.625          	0.00           
2001-01-15	-0.25          	0.537          	0.00           
2001-01-16	1.75           	0.596          	5.00           
2001-01-17	1.25           	0.592          	0.00           
2001-01-18	-0.50          	0.441          	0.00           
2001-01-19	0.50           	0.460          	16.00          
2001-01-20	-0.75          	0.583          	12.00          
2001-01-21	-5.25          	0.771          	11.00          
2001-01-22	-7.00          	0.770          	0.00           
2001-01-23	-7.00          	0.755          	0.00           
2001-01-24	-5.00          	0.954          	0.00           
2001-01-25	-2.25          	0.965          	0.00           
2001-01-26	-4.75          	0.729          	0.00           
2001-01-27	-1.75          	1.021          	0.00           
2001-01-28	-1.75          	0.847          	0.00           
2001-01-29	-3.75          	0.799          	0.00           
2001-01-30	-0.25          	0.831          	14.00          
2001-01-31	2.50           	0.928          	8.00           
2001-02-01	3.25           	0.837          	0.00           
2001-02-02	2.25           	1.011          	0.00           
2001-02-03	-0.50          	1.125          	0.00           
2001-02-04	-2.75          	0.801          	0.00           
2001-02-05	0.25           	0.604          	12.00          
2001-02-06	1.75           	0.671          	16.00          
2001-02-07	2.50           	0.943          	0.00           
2001-02-08	0.25           	0.972          	0.00           
2001-02-09	4.00           	1.331          	0.00           
2001-02-10	6.25           	2.917          	0.00           
2001-02-11	-1.50          	1.240          	0.00           
2001-02-12	-3.25          	0.981          	0.00           
2001-02-13	0.75           	1.066          	0.00           
2001-02-14	4.50           	0.976          	0.00           
2001-02-15	5.25           	0.743          	5.00           
2001-02-16	3.25           	0.552          	0.00           
2001-02-17	0.75           	1.041          	12.00          
2001-02-18	-4.25          	1.158          	0.00           
2001-02-19	-2.75          	1.252          	0.00           
2001-02-20	2.50           	1.598          	0.00           
2001-02-21	4.25           	2.042          	0.00           
2001-02-22	-4.75          	0.819          	0.00           
2001-02-23	-4.75          	0.845          	10.00          
2001-02-24	-2.25          	0.970          	0.00           
2001-02-25	1.00           	1.032          	8.00           
2001-02-26	3.50           	1.587          	8.00           
2001-02-27	2.75           	1.780          	0.00           
2001-02-28	1.75           	1.773          	0.00           
2001-03-01	-1.00          	1.288          	0.00           
2001-03-02	1.50           	1.108          	0.00           
2001-03-03	5.00           	1.310          	0.00           
2001-03-04	3.25           	1.480          	0.00           
2001-03-05	-1.50          	0.789          	12.00          
2001-03-06	-3.00          	1.021          	0.00           
2001-03-07	0.25           	1.246          	0.00           
2001-03-08	2.25           	1.356          	0.00           
2001-03-09	2.25           	1.276          	2.00           
2001-03-10	1.25           	1.675          	0.00           
2001-03-11	1.75           	1.610          	0.00           
2001-03-12	2.50           	2.046          	0.00           
2001-03-13	4.50           	1.515          	15.00          
2001-03-14	5.25           	1.960          	0.00           
2001-03-15	3.50           	1.126          	0.00           
2001-03-16	5.25           	1.133          	4.00           
2001-03-17	4.75           	0.661          	7.00           
2001-03-18	3.00           	1.751          	0.00           
2001-03-19	3.50           	2.400          	0.00           
2001-03-20	3.50           	2.290          	0.00           
2001-03-21	5.50           	1.655          	10.00          
2001-03-22	5.00           	1.074          	8.00           
2001-03-23	6.25           	2.281          	0.00           
2001-03-24	5.00           	2.102          	0.00           
2001-03-25	1.25           	1.869          	0.00           
2001-03-26	0.75           	1.557          	0.00           
2001-03-27	-2.50          	1.411          	0.00           
2001-03-28	-0.25          	1.981          	0.00           
2001-03-29	3.00           	1.439          	0.00           
2001-03-30	4.75           	0.946          	28.00          
2001-03-31	4.50           	1.319          	0.00           
2001-04-01	5.25           	0.949          	0.00           
2001-04-02	4.50           	1.112          	2.00           
2001-04-03	4.50           	1.878          	0.00           
2001-04-04	7.00           	2.873          	5.00           
2001-04-05	6.75           	2.879          	0.00           
2001-04-06	9.00           	1.728          	8.00           
2001-04-07	8.75           	1.271          	8.00           
2001-04-08	7.50           	1.587          	3.00           
2001-04-09	11.00          	2.803          	5.00           
2001-04-10	17.50          	3.732          	7.00           
2001-04-11	11.50          	1.219          	8.00           
2001-04-12	10.50          	1.394          	6.00           
2001-04-13	14.25          	3.539          	0.00           
2001-04-14	13.50          	4.043          	0.00           
2001-04-15	12.25          	2.952          	0.00           
2001-04-16	10.25          	1.887          	16.00          
2001-04-17	5.50           	1.566          	6.00           
2001-04-18	4.00           	2.184          	11.00          
2001-04-19	3.75           	2.772          	0.00           
2001-04-20	7.25           	2.194          	0.00           
2001-04-21	11.50          	2.180          	0.00           
2001-04-22	16.75          	3.705          	0.00           
2001-04-23	20.50          	4.797          	0.00           
2001-04-24	20.50          	4.881          	0.00           
2001-04-25	14.25          	4.187          	0.00           
2001-04-26	7.75           	3.499          	0.00           
2001-04-27	10.75          	3.851          	0.00           
2001-04-28	13.25          	4.653          	0.00           
2001-04-29	8.00           	3.744          	0.00           
2001-04-30	11.00          	3.982          	0.00           
2001-05-01	16.00          	4.603          	0.00           
2001-05-02	19.75          	5.212          	0.00           
2001-05-03	21.75          	5.273          	0.00           
2001-05-04	23.00          	5.395          	0.00           
2001-05-05	21.00          	4.627          	0.00           
2001-05-06	14.00          	4.589          	0.00           
2001-05-07	11.00          	4.160          	0.00           
2001-05-08	12.50          	3.747          	0.00           
2001-05-09	16.25          	4.077          	13.00          
2001-05-10	17.50          	4.966          	0.00           
2001-05-11	19.50          	5.565          	0.00           
2001-05-12	19.75          	4.169          	0.00           
2001-05-13	15.75          	5.240          	0.00           
2001-05-14	11.75          	4.180          	0.00           
2001-05-15	12.25          	4.865          	0.00           
2001-05-16	13.50          	4.589          	0.00           
2001-05-17	14.00          	1.874          	0.00           
2001-05-18	13.50          	1.323          	0.00           
2001-05-19	17.75          	3.812          	0.00           
2001-05-20	17.25          	3.172          	0.00           
2001-05-21	13.25          	1.949          	17.00          
2001-05-22	14.75          	1.792          	22.00          
2001-05-23	17.50          	4.675          	8.00           
2001-05-24	17.75          	3.991          	0.00           
2001-05-25	18.00          	2.188          	0.00           
2001-05-26	15.75          	1.458          	12.00          
2001-05-27	15.75          	2.301          	7.00           
2001-05-28	17.00          	3.243          	13.00          
2001-05-29	15.75          	3.947          	13.00          
2001-05-30	14.75          	4.643          	4.00           
2001-05-31	12.50          	4.551          	0.00           
2001-06-01	13.00          	2.137          	0.00           
2001-06-02	16.00          	3.037          	8.00           
2001-06-03	17.00          	3.171          	0.00           
2001-06-04	15.75          	3.916          	0.00           
2001-06-05	18.25          	4.711          	0.00           
2001-06-06	19.50          	2.375          	0.00           
2001-06-07	19.25          	4.465          	0.00           
2001-06-08	18.50          	5.073          	0.00           
2001-06-09	18.00          	5.553          	0.00           
2001-06-10	18.75          	4.881          	0.00           
2001-06-11	21.25          	4.673          	0.00           
2001-06-12	22.75          	4.846          	0.00           
2001-06-13	24.25          	5.500          	13.00          
2001-06-14	25.00          	4.525          	0.00           
2001-06-15	24.00          	3.172          	0.00           
2001-06-16	23.75          	2.917          	17.00          
2001-06-17	23.00          	5.519          	15.00          
2001-06-18	22.00          	5.900          	0.00           
2001-06-19	22.75          	6.317          	0.00           
2001-06-20	24.50          	5.296          	0.00           
2001-06-21	24.25          	4.213          	4.00           
2001-06-22	23.00          	3.096          	9.00           
2001-06-23	21.50          	1.996          	21.00          
2001-06-24	18.75          	4.762          	0.00           
2001-06-25	20.25          	5.152          	0.00           
2001-06-26	22.25          	5.245          	0.00           
2001-06-27	24.25          	5.965          	0.00           
2001-06-28	25.50          	5.632          	0.00           
2001-06-29	25.75          	5.109          	0.00           
2001-06-30	26.50          	5.483          	0.00           
2001-07-01	25.25          	4.542          	10.00          
2001-07-02	19.50          	6.536          	12.00          
2001-07-03	16.25          	4.486          	0.00           
2001-07-04	20.75          	3.777          	8.00           
2001-07-05	22.50          	4.134          	6.00           
2001-07-06	19.00          	5.635          	4.00           
2001-07-07	18.25          	5.304          	0.00           
2001-07-08	22.25          	2.822          	0.00           
2001-07-09	23.25          	5.769          	15.00          
2001-07-10	24.25          	4.925          	0.00           
2001-07-11	23.00          	5.266          	13.00          
2001-07-12	20.25          	5.494          	0.00           
2001-07-13	18.50          	4.735          	0.00           
2001-07-14	19.00          	4.957          	0.00           
2001-07-15	19.50          	5.153          	0.00           
2001-07-16	21.50          	4.241          	0.00           
2001-07-17	23.75          	4.328          	0.00           
2001-07-18	24.00          	4.265          	3.00           
2001-07-19	22.50          	4.448          	0.00           
2001-07-20	21.00          	4.783          	0.00           
2001-07-21	20.25          	5.439          	0.00           
2001-07-22	21.50          	5.703          	0.00           
2001-07-23	23.50          	5.838          	0.00           
2001-07-24	26.50          	6.070          	0.00           
2001-07-25	28.00          	4.479          	0.00           
2001-07-26	25.25          	2.905          	13.00          
2001-07-27	18.25          	4.992          	0.00           
2001-07-28	19.25          	4.401          	0.00           
2001-07-29	20.50          	2.230          	0.00           
2001-07-30	20.50          	2.349          	0.00           
2001-07-31	21.25          	3.975          	0.00           
2001-08-01	22.75          	4.932          	0.00           
2001-08-02	23.50          	6.118          	0.00           
2001-08-03	24.75          	4.233          	0.00           
2001-08-04	25.00          	3.759          	7.00           
2001-08-05	25.25          	4.701          	0.00           
2001-08-06	26.50          	5.041          	0.00           
2001-08-07	27.75          	6.483          	0.00           
2001-08-08	28.75          	6.039          	0.00           
2001-08-09	28.50          	5.933          	0.00           
2001-08-10	28.50          	3.447          	0.00           
2001-08-11	25.00          	2.428          	29.00          
2001-08-12	22.75          	1.813          	5.00           
2001-08-13	24.25          	3.181          	24.00          
2001-08-14	23.50          	3.955          	0.00           
2001-08-15	22.75          	4.419          	0.00           
2001-08-16	22.50          	4.043          	0.00           
2001-08-17	24.00          	4.526          	0.00           
2001-08-18	22.25          	4.141          	0.00           
2001-08-19	22.25          	3.595          	0.00           
2001-08-20	23.75          	3.857          	7.00           
2001-08-21	21.75          	4.260          	0.00           
2001-08-22	21.50          	4.494          	0.00           
2001-08-23	21.75          	1.748          	0.00           
2001-08-24	21.25          	3.828          	4.00           
2001-08-25	21.75          	3.723          	0.00           
2001-08-26	21.25          	4.207          	0.00           
2001-08-27	23.50          	3.109          	0.00           
2001-08-28	23.50          	3.830          	3.00           
2001-08-29	22.75          	4.533          	3.00           
2001-08-30	22.25          	3.048          	0.00           
2001-08-31	24.00          	3.102          	0.00           
2001-09-01	22.25          	4.409          	15.00          
2001-09-02	16.75          	3.981          	0.00           
2001-09-03	17.75          	3.777          	0.00           
2001-09-04	21.50          	3.374          	2.00           
2001-09-05	20.25          	4.739          	6.00           
2001-09-06	17.00          	3.948          	0.00           
2001-09-07	19.25          	4.565          	0.00           
2001-09-08	21.25          	4.816          	0.00           
2001-09-09	22.25          	4.494          	0.00           
2001-09-10	22.75          	2.891          	0.00           
2001-09-11	19.75          	4.773          	0.00           
2001-09-12	18.00          	4.031          	0.00           
2001-09-13	19.00          	4.130          	0.00           
2001-09-14	18.25          	4.048          	9.00           
2001-09-15	12.25          	3.104          	0.00           
2001-09-16	13.25          	3.362          	0.00           
2001-09-17	15.50          	3.433          	0.00           
2001-09-18	17.00          	2.567          	0.00           
2001-09-19	18.25          	3.426          	0.00           
2001-09-20	19.50          	2.172          	5.00           
2001-09-21	19.00          	2.809          	8.00           
2001-09-22	21.00          	3.428          	0.00           
2001-09-23	19.50          	3.245          	0.00           
2001-09-24	20.25          	2.458          	0.00           
2001-09-25	17.00          	2.437          	48.00          
2001-09-26	10.50          	2.517          	0.00           
2001-09-27	11.75          	2.193          	0.00           
2001-09-28	10.50          	2.020          	0.00           
2001-09-29	12.25          	2.322          	0.00           
2001-09-30	10.75          	2.512          	0.00           
2001-10-01	12.50          	2.709          	0.00           
2001-10-02	15.00          	3.080          	0.00           
2001-10-03	17.50          	3.828          	0.00           
2001-10-04	18.50          	4.264          	0.00           
2001-10-05	18.00          	3.868          	0.00           
2001-10-06	16.50          	3.560          	3.00           
2001-10-07	9.00           	2.423          	0.00           
2001-10-08	5.75           	2.092          	0.00           
2001-10-09	5.75           	2.062          	0.00           
2001-10-10	9.00           	2.794          	0.00           
2001-10-11	13.25          	3.231          	0.00           
2001-10-12	15.75          	2.547          	0.00           
2001-10-13	17.50          	2.892          	0.00           
2001-10-14	18.00          	2.437          	0.00           
2001-10-15	13.75          	2.790          	12.00          
2001-10-16	11.50          	2.628          	0.00           
2001-10-17	10.75          	2.524          	8.00           
2001-10-18	6.75           	1.947          	0.00           
2001-10-19	8.00           	2.371          	0.00           
2001-10-20	11.50          	2.391          	0.00           
2001-10-21	13.75          	3.264          	0.00           
2001-10-22	15.50          	2.078          	0.00           
2001-10-23	16.00          	2.507          	0.00           
2001-10-24	18.00          	2.703          	0.00           
2001-10-25	17.75          	3.587          	0.00           
2001-10-26	11.75          	2.601          	0.00           
2001-10-27	6.75           	1.274          	0.00           
2001-10-28	5.00           	1.324          	0.00           
2001-10-29	4.50           	1.657          	0.00           
2001-10-30	8.25           	2.047          	0.00           
2001-10-31	8.00           	1.712          	0.00           
2001-11-01	8.50           	1.880          	0.00           
2001-11-02	14.00          	2.938          	0.00           
2001-11-03	16.25          	2.414          	0.00           
2001-11-04	10.50          	2.345          	0.00           
2001-11-05	9.00           	1.866          	0.00           
2001-11-06	6.75           	1.409          	0.00           
2001-11-07	9.00           	1.876          	0.00           
2001-11-08	9.50           	2.214          	0.00           
2001-11-09	9.75           	2.131          	0.00           
2001-11-10	6.75           	1.862          	0.00           
2001-11-11	7.25           	1.821          	0.00           
2001-11-12	2.75           	1.377          	0.00           
2001-11-13	3.00           	1.226          	0.00           
2001-11-14	5.25           	1.677          	0.00           
2001-11-15	9.00           	1.806          	0.00           
2001-11-16	11.50          	2.300          	0.00           
2001-11-17	9.50           	1.501          	0.00           
2001-11-18	6.00           	1.198          	0.00           
2001-11-19	6.25           	1.724          	0.00           
2001-11-20	6.50           	1.856          	5.00           
2001-11-21	1.50           	1.073          	0.00           
2001-11-22	2.75           	0.876          	0.00           
2001-11-23	5.50           	1.350          	0.00           
2001-11-24	8.25           	1.573          	0.00           
2001-11-25	13.00          	1.492          	11.00          
2001-11-26	11.00          	1.204          	15.00          
2001-11-27	8.25           	1.101          	0.00           
2001-11-28	10.50          	0.817          	0.00           
2001-11-29	12.50          	0.795          	1.00           
2001-11-30	14.25          	1.185          	3.00           
2001-12-01	12.50          	1.559          	6.00           
2001-12-02	7.75           	1.150          	0.00           
2001-12-03	4.75           	1.097          	0.00           
2001-12-04	7.75           	1.314          	0.00           
2001-12-05	12.25          	1.806          	0.00           
2001-12-06	14.00          	2.064          	0.00           
2001-12-07	11.00          	1.284          	3.00           
2001-12-08	5.25           	0.951          	0.00           
2001-12-09	3.00           	0.715          	15.00          
2001-12-10	1.50           	0.630          	0.00           
2001-12-11	4.50           	0.988          	2.00           
2001-12-12	4.50           	1.028          	0.00           
2001-12-13	5.50           	0.812          	3.00           
2001-12-14	10.25          	0.830          	9.00           
2001-12-15	8.00           	1.725          	11.00          
2001-12-16	1.00           	0.699          	0.00           
2001-12-17	3.50           	0.846          	0.00           
2001-12-18	7.50           	1.157          	11.00          
2001-12-19	5.75           	0.859          	0.00           
2001-12-20	4.00           	1.126          	0.00           
2001-12-21	2.50           	0.731          	0.00           
2001-12-22	0.50           	0.745          	0.00           
2001-12-23	1.25           	0.952          	0.00           
2001-12-24	1.50           	0.764          	5.00           
2001-12-25	-1.25          	0.644          	0.00           
2001-12-26	-3.00          	0.504          	0.00           
