DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
2001-12-27	-4.25          	0.746          	0.00           
2001-12-28	-3.00          	0.852          	0.00           
2001-12-29	-1.25          	0.884          	0.00           
2001-12-30	-3.50          	0.863          	0.00           
2001-12-31	-6.25          	0.579          	0.00           
2002-01-01	-5.50          	0.714          	0.00           
2002-01-02	-4.75          	0.633          	0.00           
2002-01-03	-3.25          	0.717          	0.00           
2002-01-04	-2.00          	0.838          	0.00           
2002-01-05	-0.75          	0.651          	0.00           
2002-01-06	-1.50          	0.710          	0.00           
2002-01-07	-0.50          	0.612          	11.00          
2002-01-08	-2.50          	0.774          	0.00           
2002-01-09	-1.50          	0.924          	0.00           
2002-01-10	2.50           	1.204          	0.00           
2002-01-11	5.50           	1.005          	7.00           
2002-01-12	2.75           	0.848          	0.00           
2002-01-13	2.50           	0.951          	0.00           
2002-01-14	1.50           	0.843          	0.00           
2002-01-15	3.00           	1.155          	0.00           
2002-01-16	3.00           	0.769          	0.00           
2002-01-17	2.50           	0.889          	0.00           
2002-01-18	0.50           	1.037          	0.00           
2002-01-19	-3.00          	0.620          	0.00           
2002-01-20	-4.25          	0.645          	10.00          
2002-01-21	-1.50          	0.996          	0.00           
2002-01-22	2.50           	0.903          	0.00           
2002-01-23	3.25           	1.266          	0.00           
2002-01-24	5.75           	0.877          	12.00          
2002-01-25	4.25           	1.138          	23.00          
2002-01-26	3.00           	1.515          	0.00           
2002-01-27	5.50           	1.881          	0.00           
2002-01-28	7.00           	2.061          	0.00           
2002-01-29	8.75           	2.297          	0.00           
2002-01-30	11.25          	1.554          	0.00           
2002-01-31	6.75           	1.127          	5.00           
2002-02-01	6.25           	1.335          	3.00           
2002-02-02	3.25           	1.562          	0.00           
2002-02-03	0.00           	1.020          	0.00           
2002-02-04	-1.00          	1.186          	0.00           
2002-02-05	-4.00          	1.261          	0.00           
2002-02-06	-1.25          	0.960          	0.00           
2002-02-07	1.75           	0.879          	0.00           
2002-02-08	3.75           	1.698          	0.00           
2002-02-09	4.25           	1.472          	0.00           
2002-02-10	5.75           	1.345          	0.00           
2002-02-11	3.00           	1.824          	7.00           
2002-02-12	-0.50          	1.500          	0.00           
2002-02-13	0.75           	1.339          	0.00           
2002-02-14	-3.00          	1.226          	0.00           
2002-02-15	1.25           	1.689          	0.00           
2002-02-16	5.00           	1.575          	0.00           
2002-02-17	4.00           	1.568          	0.00           
2002-02-18	0.75           	1.485          	0.00           
2002-02-19	1.00           	1.319          	0.00           
2002-02-20	8.25           	2.140          	0.00           
2002-02-21	10.25          	1.611          	2.00           
2002-02-22	7.00           	1.439          	0.00           
2002-02-23	2.25           	1.408          	0.00           
2002-02-24	1.25           	1.499          	0.00           
2002-02-25	5.00           	2.196          	0.00           
2002-02-26	7.50           	2.586          	0.00           
2002-02-27	5.00           	2.402          	0.00           
2002-02-28	-0.75          	1.221          	0.00           
2002-03-01	-0.75          	1.687          	0.00           
2002-03-02	2.25           	1.736          	0.00           
2002-03-03	7.00           	2.189          	21.00          
2002-03-04	2.25           	2.605          	0.00           
2002-03-05	-4.25          	1.273          	0.00           
2002-03-06	2.00           	2.218          	0.00           
2002-03-07	7.75           	1.866          	0.00           
2002-03-08	9.50           	2.908          	0.00           
2002-03-09	12.75          	2.891          	0.00           
2002-03-10	7.25           	3.660          	8.00           
2002-03-11	0.00           	1.471          	0.00           
2002-03-12	3.00           	1.446          	0.00           
2002-03-13	6.25           	0.926          	6.00           
2002-03-14	8.25           	2.064          	0.00           
2002-03-15	13.25          	3.165          	0.00           
2002-03-16	13.00          	2.410          	0.00           
2002-03-17	5.50           	1.831          	0.00           
2002-03-18	1.75           	0.610          	13.00          
2002-03-19	4.00           	1.132          	0.00           
2002-03-20	4.00           	1.050          	18.00          
2002-03-21	5.00           	2.405          	15.00          
2002-03-22	2.00           	2.940          	0.00           
2002-03-23	-0.50          	2.109          	0.00           
2002-03-24	4.25           	2.118          	0.00           
2002-03-25	5.75           	1.320          	0.00           
2002-03-26	4.25           	1.217          	0.00           
2002-03-27	4.75           	1.186          	24.00          
2002-03-28	3.50           	2.295          	0.00           
2002-03-29	8.00           	2.755          	0.00           
2002-03-30	13.25          	2.981          	0.00           
2002-03-31	11.75          	1.774          	0.00           
2002-04-01	9.25           	2.626          	7.00           
2002-04-02	8.50           	2.689          	0.00           
2002-04-03	11.75          	2.681          	0.00           
2002-04-04	6.25           	2.939          	0.00           
2002-04-05	2.25           	1.902          	0.00           
2002-04-06	2.00           	1.830          	0.00           
2002-04-07	1.50           	2.313          	0.00           
2002-04-08	8.25           	2.639          	0.00           
2002-04-09	14.25          	2.510          	0.00           
2002-04-10	12.50          	3.817          	11.00          
2002-04-11	10.25          	3.523          	0.00           
2002-04-12	10.00          	2.282          	0.00           
2002-04-13	14.50          	1.975          	8.00           
2002-04-14	17.25          	2.949          	12.00          
2002-04-15	19.50          	3.533          	22.00          
2002-04-16	21.75          	4.713          	0.00           
2002-04-17	24.00          	5.597          	0.00           
2002-04-18	23.75          	4.338          	0.00           
2002-04-19	23.50          	5.123          	0.00           
2002-04-20	19.75          	3.363          	3.00           
2002-04-21	11.50          	1.939          	3.00           
2002-04-22	8.25           	1.669          	11.00          
2002-04-23	7.00           	2.969          	0.00           
2002-04-24	7.00           	3.354          	0.00           
2002-04-25	9.75           	2.032          	0.00           
2002-04-26	9.00           	3.503          	0.00           
2002-04-27	8.75           	3.345          	0.00           
2002-04-28	14.00          	2.428          	23.00          
2002-04-29	12.75          	2.687          	15.00          
2002-04-30	8.75           	2.634          	0.00           
2002-05-01	12.25          	3.684          	5.00           
2002-05-02	16.00          	3.168          	15.00          
2002-05-03	13.75          	4.305          	6.00           
2002-05-04	8.50           	3.589          	0.00           
2002-05-05	11.75          	4.364          	0.00           
2002-05-06	14.50          	4.295          	0.00           
2002-05-07	19.25          	3.283          	0.00           
2002-05-08	18.25          	4.135          	0.00           
